,analysis date,city,cityid,cloudiness,country,groupingid,humidity,lat,long,max temp,wind speed
77,2018-09-06 06:00:00,Mao,3496831,20,DO,2,66,-71.08,19.55,89.6,9.17
78,2018-09-06 06:31:02,Pervomayskiy,510911,0,RU,2,32,40.29,53.24,77.07,6.64
79,2018-09-06 06:31:02,Nyurba,2018735,48,RU,2,72,118.35,63.29,36.57,9.22
80,2018-09-06 06:31:03,Isangel,2136825,36,VU,2,100,169.27,-19.55,72.3,19.51
81,2018-09-06 06:00:00,Maceio,3395981,40,BR,2,61,-35.74,-9.67,82.4,11.41
82,2018-09-06 06:31:04,Luderitz,3355672,0,NA,2,80,15.16,-26.65,55.2,15.26
83,2018-09-06 06:31:04,Vostok,2013279,92,RU,2,98,135.83,46.45,56.1,2.62
84,2018-09-06 06:00:00,Bathsheba,3374083,75,BB,2,70,-59.52,13.22,86.0,17.22
85,2018-09-06 06:31:05,Rivadavia,3837213,0,AR,2,35,-68.59,-31.53,66.54,12.12
86,2018-09-06 05:50:00,Visnes,3131500,75,NO,2,100,5.22,59.36,59.0,4.7
87,2018-09-06 06:31:07,Turukhansk,1488903,76,RU,2,65,87.96,65.8,42.87,5.86
88,2018-09-06 06:31:07,Cidreira,3466165,0,BR,2,89,-50.22,-30.17,69.78,5.64
89,2018-09-06 06:31:08,Yumen,1528998,0,CN,2,29,97.04,40.29,56.46,17.27
90,2018-09-06 06:31:08,Richards Bay,962367,0,ZA,2,70,32.06,-28.77,73.65,6.42
91,2018-09-06 05:18:00,Katsuura,1865309,75,JP,2,94,134.5,33.93,75.2,13.87
92,2018-09-06 06:00:00,Boa Vista,3664980,75,BR,2,70,-60.67,2.82,84.2,1.12
93,2018-09-06 06:00:00,Victoria,1733782,75,BN,2,88,115.24,5.28,82.4,2.24
94,2018-09-06 06:00:00,San Carlos de Bariloche,7647007,40,AR,2,69,-71.31,-41.13,39.2,27.51
95,2018-09-06 05:30:00,Garni,616052,48,AM,2,24,44.73,40.12,89.6,1.12
96,2018-09-06 06:00:00,New Norfolk,2155415,75,AU,2,81,147.06,-42.78,50.0,5.82
97,2018-09-06 06:00:00,Yulara,6355222,0,AU,2,37,130.99,-25.24,55.4,6.93
98,2018-09-06 06:00:00,Ribeira Grande,3372707,75,PT,2,78,-28.7,38.52,75.2,9.17
99,2018-09-06 06:31:15,Sabha,2212775,0,LY,3,13,14.43,27.03,102.0,10.33
100,2018-09-06 06:00:00,Road Town,3577430,40,VG,3,74,-64.62,18.42,87.08,6.93
101,2018-09-06 06:31:15,Gisborne,2206854,92,NZ,3,95,178.02,-38.66,50.97,24.09
102,2018-09-06 06:31:16,Linxia,1803331,12,CN,3,87,103.21,35.6,41.25,2.28
103,2018-09-06 06:31:17,Bocaiuva,3469601,0,BR,3,47,-43.81,-17.12,78.06,12.24
104,2018-09-06 06:31:18,San Rafael,3836669,0,AR,3,27,-68.33,-34.61,60.42,5.08
105,2018-09-06 06:00:00,Cairns,2172797,40,AU,3,73,145.77,-16.92,71.6,8.05
106,2018-09-06 05:58:00,Port Elizabeth,4501427,1,US,3,67,-74.98,39.31,91.04,6.93
107,2018-09-06 06:31:20,Khash,1160571,0,IR,3,10,61.21,28.22,77.16,7.54
108,2018-09-06 06:31:21,Saskylakh,2017155,88,RU,3,86,114.09,71.97,33.6,21.52
109,2018-09-06 06:31:22,Jijiga,333795,64,ET,3,67,42.8,9.35,69.87,2.51
110,2018-09-06 06:31:22,Maniitsoq,3421982,48,GL,3,86,-52.9,65.42,47.64,4.97
111,2018-09-06 06:31:23,Leningradskiy,2123814,80,RU,3,84,178.42,69.38,43.32,13.02
112,2018-09-06 05:50:00,Longyearbyen,2729907,75,NO,3,69,15.63,78.22,39.2,10.29
113,2018-09-06 06:00:00,Dangriga,3582228,75,BZ,3,74,-88.23,16.97,86.0,4.7
114,2018-09-06 06:00:00,Vila Velha,6320062,40,BR,3,52,-38.6,-3.71,87.8,21.92
115,2018-09-06 06:31:25,Sungaipenuh,1625929,80,ID,3,87,101.38,-2.08,68.07,0.72
116,2018-09-06 06:31:26,Vicosa,3445133,0,BR,3,57,-42.88,-20.75,71.4,4.18
117,2018-09-06 06:31:27,Komsomolskiy,1486910,0,RU,3,88,63.78,67.55,43.5,9.78
118,2018-09-06 06:00:00,San Jeronimo,3929607,0,PE,3,328,-73.37,-13.65,37.4,2.62
119,2018-09-06 06:00:00,Kununurra,2068110,0,AU,3,73,128.74,-15.77,75.2,8.05
120,2018-09-06 05:43:00,Puruandiro,3991219,75,MX,3,93,-101.5,20.08,62.6,2.24
121,2018-09-06 06:29:36,Cockburn Town,3576994,64,TC,3,100,-71.14,21.46,80.85,12.68
122,2018-09-06 06:28:46,Deputatskiy,2028164,92,RU,3,96,139.9,69.3,35.4,2.39
123,2018-09-06 06:31:30,Lyubim,532600,20,RU,3,78,40.69,58.36,68.43,3.74
124,2018-09-06 06:00:00,Torbay,6167817,75,CA,3,60,-52.73,47.66,68.0,16.11
125,2018-09-06 06:31:31,Koslan,544084,12,RU,3,81,48.9,63.46,61.14,2.39
126,2018-09-06 05:00:00,Conceicao do Araguaia,3401845,0,BR,3,52,-49.26,-8.26,89.6,3.36
