,analysis date,city,cityid,cloudiness,country,groupingid,humidity,lat,long,max temp,wind speed
76,2018-09-09 11:00:00,Lebu,344979,40,ET,2,77,8.96,38.73,59.0,4.7
77,2018-09-09 12:44:21,Airai,1651810,0,TL,2,81,-8.93,125.41,56.08,1.81
78,2018-09-09 12:44:19,Mar del Plata,3863379,0,AR,2,35,-46.43,-67.52,59.68,8.41
79,2018-09-09 12:45:27,Acari,3390864,0,BR,2,58,-6.44,-36.64,77.59,11.99
80,2018-09-09 12:25:00,Kitimat,5993072,90,CA,2,93,54.02,-128.69,53.6,8.05
81,2018-09-09 12:49:21,Chiredzi,893485,0,ZW,2,72,-21.05,31.67,63.01,11.21
82,2018-09-09 12:44:23,Lorengau,2092164,92,PG,2,100,-2.02,147.27,78.22,6.96
83,2018-09-09 12:44:38,Carnarvon,1014034,0,ZA,2,66,-30.97,22.13,25.66,3.6
84,2018-09-09 12:49:22,Boguchany,1509844,48,RU,2,87,58.38,97.46,41.05,2.26
85,2018-09-09 11:57:36,Vaini,1273574,76,IN,2,98,15.34,74.49,67.15,1.36
86,2018-09-09 11:50:00,Longyearbyen,2729907,75,NO,2,93,78.22,15.63,41.0,13.87
87,2018-09-09 12:44:31,Marawi,1701054,80,PH,2,100,8.0,124.29,68.05,1.7
88,2018-09-09 12:49:23,Port Lincoln,2063036,0,AU,2,100,-34.72,135.86,52.3,11.65
89,2018-09-09 12:46:12,Saldanha,2737599,48,PT,2,80,41.42,-6.55,61.66,3.94
90,2018-09-09 12:00:00,Coquimbo,3893629,40,CL,2,87,-29.95,-71.34,53.6,9.17
91,2018-09-09 12:45:40,Jalu,86049,0,LY,2,27,29.03,21.55,86.68,12.77
92,2018-09-09 12:00:00,Norman Wells,6089245,75,CA,2,65,65.28,-126.83,46.4,3.36
93,2018-09-09 12:00:00,Chicama,3698359,20,PE,2,77,-7.84,-79.15,66.2,12.75
94,2018-09-09 12:44:27,Caravelas,3466980,80,BR,2,100,-17.73,-39.27,73.81,15.35
95,2018-09-09 12:40:21,Dikson,1507390,68,RU,2,100,73.51,80.55,35.2,9.98
96,2018-09-09 12:30:00,Alice Springs,2077895,0,AU,2,32,-23.7,133.88,39.2,3.36
97,2018-09-09 12:00:00,Havre-Saint-Pierre,5972291,20,CA,2,71,50.23,-63.6,51.8,19.46
98,2018-09-09 12:49:28,Tuntum,3385922,32,BR,2,34,-5.26,-44.64,89.65,4.16
99,2018-09-09 12:35:00,Lompoc,5367788,1,US,3,27,34.64,-120.46,89.6,13.87
100,2018-09-09 12:00:00,Yerazgavors,616053,20,AM,3,71,40.7,43.78,55.4,1.12
101,2018-09-09 12:49:29,Djibo,2361177,12,BF,3,96,14.1,-1.63,73.09,5.06
102,2018-09-09 12:49:29,Tailai,2034599,0,CN,3,94,46.39,123.41,47.53,8.63
103,2018-09-09 12:49:30,Walvis Bay,3359638,0,NA,3,98,-22.95,14.51,58.6,4.16
104,2018-09-09 12:49:30,Dudinka,1507116,88,RU,3,96,69.41,86.18,35.65,10.87
105,2018-09-09 12:35:00,Show Low,5314245,75,US,3,24,34.25,-110.03,89.06,9.17
106,2018-09-09 12:00:00,Coihaique,3894426,0,CL,3,44,-45.58,-72.07,57.2,8.05
107,2018-09-09 12:44:44,Kavieng,2094342,88,PG,3,100,-2.57,150.8,78.76,7.85
108,2018-09-09 11:56:00,Kapaa,5848280,40,US,3,79,22.08,-159.32,84.02,11.41
109,2018-09-09 12:00:00,Victoria,1733782,75,BN,3,94,5.28,115.24,78.8,1.12
